level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,Chester,2010,renter,total,466,78
3_towns,Clinton,2010,renter,total,972,-64
3_towns,Colchester,2010,renter,total,941,-257
3_towns,Colebrook,2010,renter,total,39,-40
3_towns,Columbia,2010,renter,total,85,-70
3_towns,Cornwall,2010,renter,total,148,26
3_towns,Coventry,2010,renter,total,568,-10
3_towns,Cromwell,2010,renter,total,1062,-181
3_towns,Danbury,2010,renter,total,11008,-326
3_towns,Darien,2010,renter,total,815,22
3_towns,Deep River,2010,renter,total,435,-24
3_towns,Derby,2010,renter,total,2060,-136
3_towns,Durham,2010,renter,total,137,-68
3_towns,East Granby,2010,renter,total,334,0
3_towns,East Haddam,2010,renter,total,510,11
3_towns,East Hampton,2010,renter,total,491,-298
3_towns,East Hartford,2010,renter,total,8544,-36
3_towns,East Haven,2010,renter,total,2645,-406
3_towns,East Lyme,2010,renter,total,1169,-185
3_towns,East Windsor,2010,renter,total,1408,-13
3_towns,Eastford,2010,renter,total,56,-68
3_towns,Easton,2010,renter,total,56,-85
3_towns,Ellington,2010,renter,total,1881,258
3_towns,Enfield,2010,renter,total,3763,-241
3_towns,Essex,2010,renter,total,612,29
3_towns,Fairfield,2010,renter,total,2811,-624
3_towns,Farmington,2010,renter,total,2334,-7
3_towns,Franklin,2010,renter,total,96,26
3_towns,Glastonbury,2010,renter,total,1976,-264
3_towns,Goshen,2010,renter,total,128,-4
3_towns,Granby,2010,renter,total,407,-18
3_towns,Greenwich,2010,renter,total,6045,-1195
3_towns,Griswold,2010,renter,total,1287,54
3_towns,Groton,2010,renter,total,7684,26
3_towns,Guilford,2010,renter,total,1065,-127
3_towns,Haddam,2010,renter,total,286,-100
3_towns,Hamden,2010,renter,total,7728,389
3_towns,Hampton,2010,renter,total,63,-19
3_towns,Hartford,2010,renter,total,34183,261
3_towns,Hartland,2010,renter,total,52,-7
3_towns,Harwinton,2010,renter,total,69,-67
3_towns,Hebron,2010,renter,total,206,-118
3_towns,Kent,2010,renter,total,354,47
3_towns,Killingly,2010,renter,total,2107,-140
3_towns,Killingworth,2010,renter,total,53,-44
3_towns,Lebanon,2010,renter,total,363,81
3_towns,Ledyard,2010,renter,total,868,-64
3_towns,Lisbon,2010,renter,total,132,-42
3_towns,Litchfield,2010,renter,total,717,5
3_towns,Lyme,2010,renter,total,125,4
3_towns,Madison,2010,renter,total,724,-45
3_towns,Manchester,2010,renter,total,9643,-495
3_towns,Mansfield,2010,renter,total,1969,-51
3_towns,Marlborough,2010,renter,total,144,-50
3_towns,Meriden,2010,renter,total,8636,-572
3_towns,Middlebury,2010,renter,total,257,-6
3_towns,Middlefield,2010,renter,total,224,-32
3_towns,Middletown,2010,renter,total,8852,-182
3_towns,Milford,2010,renter,total,4892,140
3_towns,Monroe,2010,renter,total,525,98
3_towns,Montville,2010,renter,total,1494,41
3_towns,Morris,2010,renter,total,145,-53
3_towns,Naugatuck,2010,renter,total,3659,-307
3_towns,New Britain,2010,renter,total,16276,-91
3_towns,New Canaan,2010,renter,total,1151,-21
3_towns,New Fairfield,2010,renter,total,258,-46
3_towns,New Hartford,2010,renter,total,236,-67
3_towns,New Haven,2010,renter,total,33119,-48
3_towns,New London,2010,renter,total,6339,19
3_towns,New Milford,2010,renter,total,1839,-408
3_towns,Newington,2010,renter,total,2044,-282
3_towns,Newtown,2010,renter,total,800,129
3_towns,Norfolk,2010,renter,total,134,-42
3_towns,North Branford,2010,renter,total,777,-33
3_towns,North Canaan,2010,renter,total,443,1
3_towns,North Haven,2010,renter,total,1250,93
3_towns,North Stonington,2010,renter,total,123,-86
3_towns,Norwalk,2010,renter,total,12032,-399
3_towns,Norwich,2010,renter,total,6931,-236
3_towns,Old Lyme,2010,renter,total,526,60
3_towns,Old Saybrook,2010,renter,total,813,124
3_towns,Orange,2010,renter,total,504,166
3_towns,Oxford,2010,renter,total,197,-103
3_towns,Plainfield,2010,renter,total,1345,-363
3_towns,Plainville,2010,renter,total,1897,-356
3_towns,Plymouth,2010,renter,total,529,-427
3_towns,Pomfret,2010,renter,total,346,-46
3_towns,Portland,2010,renter,total,649,-106
3_towns,Preston,2010,renter,total,190,-127
3_towns,Prospect,2010,renter,total,239,16
3_towns,Putnam,2010,renter,total,1780,158
3_towns,Redding,2010,renter,total,510,221
3_towns,Ridgefield,2010,renter,total,1252,20
3_towns,Rocky Hill,2010,renter,total,2823,217
3_towns,Roxbury,2010,renter,total,115,8
3_towns,Salem,2010,renter,total,126,-68
3_towns,Salisbury,2010,renter,total,428,-105
3_towns,Scotland,2010,renter,total,61,-9
3_towns,Seymour,2010,renter,total,1538,-234
3_towns,Sharon,2010,renter,total,285,-4
3_towns,Shelton,2010,renter,total,2477,-109
3_towns,Sherman,2010,renter,total,80,-43
3_towns,Simsbury,2010,renter,total,1193,-187
3_towns,Somers,2010,renter,total,166,-205
3_towns,South Windsor,2010,renter,total,936,-16
3_towns,Southbury,2010,renter,total,785,24
3_towns,Southington,2010,renter,total,2433,-373
3_towns,Sprague,2010,renter,total,362,-14
3_towns,Stafford,2010,renter,total,1010,-95
3_towns,Stamford,2010,renter,total,20188,508
3_towns,Sterling,2010,renter,total,196,0
3_towns,Stonington,2010,renter,total,2227,-20
3_towns,Stratford,2010,renter,total,3606,-303
3_towns,Suffield,2010,renter,total,826,-7
3_towns,Thomaston,2010,renter,total,762,-2
3_towns,Thompson,2010,renter,total,713,20
3_towns,Tolland,2010,renter,total,346,24
3_towns,Torrington,2010,renter,total,5318,96
3_towns,Trumbull,2010,renter,total,1130,47
3_towns,Union,2010,renter,total,18,-27
3_towns,Vernon,2010,renter,total,5395,61
3_towns,Voluntown,2010,renter,total,161,-12
3_towns,Wallingford,2010,renter,total,4818,255
3_towns,Warren,2010,renter,total,61,-4
3_towns,Washington,2010,renter,total,439,134
3_towns,Waterbury,2010,renter,total,22097,-234
3_towns,Waterford,2010,renter,total,1019,-152
3_towns,Watertown,2010,renter,total,1398,-263
3_towns,West Hartford,2010,renter,total,6574,-338
3_towns,West Haven,2010,renter,total,8583,-875
3_towns,Westbrook,2010,renter,total,617,-80
3_towns,Weston,2010,renter,total,201,-24
3_towns,Westport,2010,renter,total,1162,-221
3_towns,Wethersfield,2010,renter,total,2257,-224
3_towns,Willington,2010,renter,total,699,-119
3_towns,Wilton,2010,renter,total,552,-20
3_towns,Winchester,2010,renter,total,1356,-201
3_towns,Windham,2010,renter,total,4435,131
3_towns,Windsor,2010,renter,total,2002,-78
3_towns,Windsor Locks,2010,renter,total,1047,-162
3_towns,Wolcott,2010,renter,total,576,-72
3_towns,Woodbridge,2010,renter,total,212,-133
3_towns,Woodbury,2010,renter,total,760,-169
3_towns,Woodstock,2010,renter,total,456,-3
3_towns,Andover,2010,total,total,1276,126
3_towns,Ansonia,2010,total,total,7622,115
3_towns,Ashford,2010,total,total,1686,108
3_towns,Avon,2010,total,total,6786,594
3_towns,Barkhamsted,2010,total,total,1407,73
3_towns,Beacon Falls,2010,total,total,2278,246
3_towns,Berlin,2010,total,total,7467,675
3_towns,Bethany,2010,total,total,1888,133
3_towns,Bethel,2010,total,total,6590,85
3_towns,Bethlehem,2010,total,total,1485,239
3_towns,Bloomfield,2010,total,total,8696,794
3_towns,Bolton,2010,total,total,2061,155
3_towns,Bozrah,2010,total,total,1098,215
3_towns,Branford,2010,total,total,12119,-424
3_towns,Bridgeport,2010,total,total,52281,1974
3_towns,Bridgewater,2010,total,total,734,31
3_towns,Bristol,2010,total,total,24966,80
3_towns,Brookfield,2010,total,total,5869,297
3_towns,Brooklyn,2010,total,total,2654,123
3_towns,Burlington,2010,total,total,3183,343
3_towns,Canaan,2010,total,total,579,134
3_towns,Canterbury,2010,total,total,1965,248
3_towns,Canton,2010,total,total,4001,485
3_towns,Chaplin,2010,total,total,932,74
3_towns,Cheshire,2010,total,total,9214,-135
3_towns,Chester,2010,total,total,1620,110
3_towns,Clinton,2010,total,total,5434,300
3_towns,Colchester,2010,total,total,5836,611
3_towns,Colebrook,2010,total,total,554,-12
3_towns,Columbia,2010,total,total,2109,245
3_towns,Cornwall,2010,total,total,678,63
3_towns,Coventry,2010,total,total,4767,506
3_towns,Cromwell,2010,total,total,5449,237
3_towns,Danbury,2010,total,total,29552,2369
3_towns,Darien,2010,total,total,6713,121
3_towns,Deep River,2010,total,total,1893,69
3_towns,Derby,2010,total,total,4974,-278
3_towns,Durham,2010,total,total,2560,283
3_towns,East Granby,2010,total,total,2005,157
3_towns,East Haddam,2010,total,total,3600,426
3_towns,East Hampton,2010,total,total,4506,380
3_towns,East Hartford,2010,total,total,20201,-5
3_towns,East Haven,2010,total,total,11506,287
3_towns,East Lyme,2010,total,total,7042,734
3_towns,East Windsor,2010,total,total,4442,364
3_towns,Eastford,2010,total,total,640,22
3_towns,Easton,2010,total,total,2438,-27
3_towns,Ellington,2010,total,total,5959,764
3_towns,Enfield,2010,total,total,16396,-22
3_towns,Essex,2010,total,total,3003,192
3_towns,Fairfield,2010,total,total,19220,-1177
3_towns,Farmington,2010,total,total,10354,858
3_towns,Franklin,2010,total,total,759,72
3_towns,Glastonbury,2010,total,total,12881,624
3_towns,Goshen,2010,total,total,1223,157
3_towns,Granby,2010,total,total,4288,507
3_towns,Greenwich,2010,total,total,22483,-747
3_towns,Griswold,2010,total,total,4901,707
3_towns,Groton,2010,total,total,15955,482
3_towns,Guilford,2010,total,total,8766,615
3_towns,Haddam,2010,total,total,3038,337
3_towns,Hamden,2010,total,total,24099,1691
3_towns,Hampton,2010,total,total,733,59
3_towns,Hartford,2010,total,total,46073,1087
3_towns,Hartland,2010,total,total,726,19
3_towns,Harwinton,2010,total,total,2097,139
3_towns,Hebron,2010,total,total,3276,283
3_towns,Kent,2010,total,total,1299,156
3_towns,Killingly,2010,total,total,6858,499
3_towns,Killingworth,2010,total,total,2430,234
3_towns,Lebanon,2010,total,total,2801,355
3_towns,Ledyard,2010,total,total,5584,298
3_towns,Lisbon,2010,total,total,1620,95
3_towns,Litchfield,2010,total,total,3514,204
3_towns,Lyme,2010,total,total,990,136
3_towns,Madison,2010,total,total,6684,169
3_towns,Manchester,2010,total,total,24411,1214
3_towns,Mansfield,2010,total,total,5889,598
3_towns,Marlborough,2010,total,total,2138,133
3_towns,Meriden,2010,total,total,23861,910
3_towns,Middlebury,2010,total,total,2666,268
3_towns,Middlefield,2010,total,total,1676,31
3_towns,Middletown,2010,total,total,20637,2083
3_towns,Milford,2010,total,total,21294,394
3_towns,Monroe,2010,total,total,6584,103
3_towns,Montville,2010,total,total,6759,333
3_towns,Morris,2010,total,total,983,71
3_towns,Naugatuck,2010,total,total,12369,540
3_towns,New Britain,2010,total,total,29461,903
3_towns,New Canaan,2010,total,total,6767,-55
3_towns,New Fairfield,2010,total,total,4729,91
3_towns,New Hartford,2010,total,total,2601,373
3_towns,New Haven,2010,total,total,48419,1325
3_towns,New London,2010,total,total,10223,42
3_towns,New Milford,2010,total,total,10659,641
3_towns,Newington,2010,total,total,12131,117
3_towns,Newtown,2010,total,total,8851,526
3_towns,Norfolk,2010,total,total,662,-14
3_towns,North Branford,2010,total,total,5441,309
3_towns,North Canaan,2010,total,total,1525,182
3_towns,North Haven,2010,total,total,8954,357
3_towns,North Stonington,2010,total,total,2112,279
3_towns,Norwalk,2010,total,total,35133,2422
3_towns,Norwich,2010,total,total,16167,1076
3_towns,Old Lyme,2010,total,total,3190,232
3_towns,Old Saybrook,2010,total,total,4591,407
3_towns,Orange,2010,total,total,4996,257
3_towns,Oxford,2010,total,total,4250,907
3_towns,Plainfield,2010,total,total,5586,142
3_towns,Plainville,2010,total,total,7422,37
3_towns,Plymouth,2010,total,total,4624,171
3_towns,Pomfret,2010,total,total,1572,139
3_towns,Portland,2010,total,total,3759,371
3_towns,Preston,2010,total,total,1810,-27
3_towns,Prospect,2010,total,total,3300,280
3_towns,Putnam,2010,total,total,3975,292
3_towns,Redding,2010,total,total,3425,507
3_towns,Ridgefield,2010,total,total,8592,159
3_towns,Rocky Hill,2010,total,total,8044,487
3_towns,Roxbury,2010,total,total,957,109
3_towns,Salem,2010,total,total,1572,214
3_towns,Salisbury,2010,total,total,1596,-141
3_towns,Scotland,2010,total,total,612,59
3_towns,Seymour,2010,total,total,6444,289
3_towns,Sharon,2010,total,total,1185,-61
3_towns,Shelton,2010,total,total,14829,639
3_towns,Sherman,2010,total,total,1301,-133
3_towns,Simsbury,2010,total,total,8570,43
3_towns,Somers,2010,total,total,3339,414
3_towns,South Windsor,2010,total,total,9467,562
3_towns,Southbury,2010,total,total,7423,198
3_towns,Southington,2010,total,total,16367,1284
3_towns,Sprague,2010,total,total,1224,113
3_towns,Stafford,2010,total,total,4750,397
3_towns,Stamford,2010,total,total,46396,997
3_towns,Sterling,2010,total,total,1384,268
3_towns,Stonington,2010,total,total,7901,236
3_towns,Stratford,2010,total,total,19638,-260
3_towns,Suffield,2010,total,total,5192,532
3_towns,Thomaston,2010,total,total,3214,298
3_towns,Thompson,2010,total,total,3629,147
3_towns,Tolland,2010,total,total,5273,687
3_towns,Torrington,2010,total,total,15607,864
3_towns,Trumbull,2010,total,total,11825,-86
3_towns,Union,2010,total,total,330,45
3_towns,Vernon,2010,total,total,13099,830
3_towns,Voluntown,2010,total,total,989,37
3_towns,Wallingford,2010,total,total,17573,876
3_towns,Warren,2010,total,total,580,83
3_towns,Washington,2010,total,total,1667,251
3_towns,Waterbury,2010,total,total,43689,1067
3_towns,Waterford,2010,total,total,8057,515
3_towns,Watertown,2010,total,total,8528,482
3_towns,West Hartford,2010,total,total,24651,75
3_towns,West Haven,2010,total,total,21641,551
3_towns,Westbrook,2010,total,total,2779,174
3_towns,Weston,2010,total,total,3270,-42
3_towns,Westport,2010,total,total,9302,-284
3_towns,Wethersfield,2010,total,total,11083,-131
3_towns,Willington,2010,total,total,2324,-29
3_towns,Wilton,2010,total,total,5994,71
3_towns,Winchester,2010,total,total,4514,143
3_towns,Windham,2010,total,total,8969,627
3_towns,Windsor,2010,total,total,10976,399
3_towns,Windsor Locks,2010,total,total,5247,312
3_towns,Wolcott,2010,total,total,5929,515
3_towns,Woodbridge,2010,total,total,3386,283
3_towns,Woodbury,2010,total,total,4216,501
3_towns,Woodstock,2010,total,total,3126,372
3_towns,Andover,2018,owner,1-person,170,-42
3_towns,Ansonia,2018,owner,1-person,1270,176
3_towns,Ashford,2018,owner,1-person,288,-11
3_towns,Avon,2018,owner,1-person,1118,91
3_towns,Barkhamsted,2018,owner,1-person,156,-34
3_towns,Beacon Falls,2018,owner,1-person,504,229
3_towns,Berlin,2018,owner,1-person,1420,274
3_towns,Bethany,2018,owner,1-person,214,3
3_towns,Bethel,2018,owner,1-person,1186,487
3_towns,Bethlehem,2018,owner,1-person,252,50
3_towns,Bloomfield,2018,owner,1-person,1644,23
3_towns,Bolton,2018,owner,1-person,250,-82
3_towns,Bozrah,2018,owner,1-person,125,-40
3_towns,Branford,2018,owner,1-person,2576,297
3_towns,Bridgeport,2018,owner,1-person,5159,-1492
3_towns,Bridgewater,2018,owner,1-person,127,5
3_towns,Bristol,2018,owner,1-person,3863,-120
3_towns,Brookfield,2018,owner,1-person,806,31
3_towns,Brooklyn,2018,owner,1-person,359,164
3_towns,Burlington,2018,owner,1-person,443,74
3_towns,Canaan,2018,owner,1-person,128,38
3_towns,Canterbury,2018,owner,1-person,194,-123
3_towns,Canton,2018,owner,1-person,639,39
3_towns,Chaplin,2018,owner,1-person,187,25
3_towns,Cheshire,2018,owner,1-person,1602,564
3_towns,Chester,2018,owner,1-person,261,31
3_towns,Clinton,2018,owner,1-person,956,124
3_towns,Colchester,2018,owner,1-person,847,235
3_towns,Colebrook,2018,owner,1-person,127,25
3_towns,Columbia,2018,owner,1-person,201,-147
3_towns,Cornwall,2018,owner,1-person,114,-22
3_towns,Coventry,2018,owner,1-person,817,31
3_towns,Cromwell,2018,owner,1-person,1259,311
3_towns,Danbury,2018,owner,1-person,4350,-407
3_towns,Darien,2018,owner,1-person,686,-95
3_towns,Deep River,2018,owner,1-person,262,-55
3_towns,Derby,2018,owner,1-person,784,-14
3_towns,Durham,2018,owner,1-person,388,91
3_towns,East Granby,2018,owner,1-person,318,8
3_towns,East Haddam,2018,owner,1-person,623,138
3_towns,East Hampton,2018,owner,1-person,875,264
3_towns,East Hartford,2018,owner,1-person,2735,-143
3_towns,East Haven,2018,owner,1-person,1984,-138
3_towns,East Lyme,2018,owner,1-person,1127,-2
3_towns,East Windsor,2018,owner,1-person,978,195
3_towns,Eastford,2018,owner,1-person,82,-4
3_towns,Easton,2018,owner,1-person,487,179
3_towns,Ellington,2018,owner,1-person,1175,617
3_towns,Enfield,2018,owner,1-person,2998,313
3_towns,Essex,2018,owner,1-person,496,-2
3_towns,Fairfield,2018,owner,1-person,3185,290
3_towns,Farmington,2018,owner,1-person,1656,-330
3_towns,Franklin,2018,owner,1-person,117,3
3_towns,Glastonbury,2018,owner,1-person,2070,101
3_towns,Goshen,2018,owner,1-person,243,29
3_towns,Granby,2018,owner,1-person,558,-158
3_towns,Greenwich,2018,owner,1-person,2605,-730
3_towns,Griswold,2018,owner,1-person,743,29
3_towns,Groton,2018,owner,1-person,2344,174
3_towns,Guilford,2018,owner,1-person,1440,-69
3_towns,Haddam,2018,owner,1-person,329,-268
3_towns,Hamden,2018,owner,1-person,3754,-524
3_towns,Hampton,2018,owner,1-person,164,71
3_towns,Hartford,2018,owner,1-person,2897,-445
3_towns,Hartland,2018,owner,1-person,169,101
3_towns,Harwinton,2018,owner,1-person,202,-145
3_towns,Hebron,2018,owner,1-person,547,304
3_towns,Kent,2018,owner,1-person,257,32
3_towns,Killingly,2018,owner,1-person,1268,417
3_towns,Killingworth,2018,owner,1-person,333,-15
3_towns,Lebanon,2018,owner,1-person,369,-68
3_towns,Ledyard,2018,owner,1-person,886,80
3_towns,Lisbon,2018,owner,1-person,279,-1
3_towns,Litchfield,2018,owner,1-person,605,135
3_towns,Lyme,2018,owner,1-person,211,26
3_towns,Madison,2018,owner,1-person,976,129
3_towns,Manchester,2018,owner,1-person,3468,-452
3_towns,Mansfield,2018,owner,1-person,685,-107
3_towns,Marlborough,2018,owner,1-person,245,35
3_towns,Meriden,2018,owner,1-person,4335,828
3_towns,Middlebury,2018,owner,1-person,449,147
3_towns,Middlefield,2018,owner,1-person,392,120
3_towns,Middletown,2018,owner,1-person,2674,-466
3_towns,Milford,2018,owner,1-person,4185,458
3_towns,Monroe,2018,owner,1-person,970,71
3_towns,Montville,2018,owner,1-person,1037,28
3_towns,Morris,2018,owner,1-person,131,-17
3_towns,Naugatuck,2018,owner,1-person,1387,-444
3_towns,New Britain,2018,owner,1-person,2848,-691
3_towns,New Canaan,2018,owner,1-person,786,-50
3_towns,New Fairfield,2018,owner,1-person,815,62
3_towns,New Hartford,2018,owner,1-person,504,62
3_towns,New Haven,2018,owner,1-person,4405,656
3_towns,New London,2018,owner,1-person,1258,93
3_towns,New Milford,2018,owner,1-person,1608,-5
3_towns,Newington,2018,owner,1-person,2628,20
